Price,Open,High,Low,Close,Volume,EMA_100,MACD_Hist,Donchian_Lower_10
2020-05-05,52.65266799926758,53.26133346557617,50.8120002746582,51.2140007019043,254875500,51.2140007019043,0.0,
2020-05-06,51.76666641235352,52.6533317565918,50.740665435791016,52.172000885009766,166848000,51.23297100255985,0.06113733362268477,
2020-05-07,51.81399917602539,53.09333419799805,51.4900016784668,52.00266647338867,172915500,51.24821249703171,0.0853062389535205,
2020-05-08,52.917999267578125,54.93333435058594,52.46733474731445,54.62799835205078,241297500,51.31513894960634,0.2631917192954286,
2020-05-11,52.70066833496094,54.93333435058594,52.33333206176758,54.08599853515625,247794000,51.370007456250896,0.3253671435354541,
2020-05-12,55.133331298828125,56.21933364868164,53.86666870117188,53.96066665649414,238603500,51.42130763843393,0.33760760467903483,
2020-05-13,54.72200012207031,55.06666564941406,50.88666534423828,52.73066711425781,285982500,51.44723554884628,0.24664134754892098,
2020-05-14,52.0,53.55733489990234,50.93333435058594,53.55533218383789,205233000,51.4889800366679,0.2263174702981,
2020-05-15,52.68999862670898,53.66999816894531,52.436668395996094,53.27799987792969,157776000,51.52440617213843,0.18049355808340772,
2020-05-18,55.185333251953125,55.64799880981445,53.59199905395508,54.242000579833984,174987000,51.57821992278586,0.1998964744192353,
2020-05-19,54.34466552734375,54.80466842651367,53.73866653442383,53.867332458496094,144547500,51.623548883889036,0.1732788488757947,
2020-05-20,54.70000076293945,55.06666564941406,54.119998931884766,54.37066650390625,109639500,51.677947252602245,0.17484888872441384,
2020-05-21,54.400001525878906,55.5,53.06666564941406,55.17333221435547,183819000,51.74716279639934,0.21270823865547317,
2020-05-22,54.81133270263672,55.45199966430664,54.133331298828125,54.45866775512695,149812500,51.80085596389889,0.17401110365120176,
2020-05-26,55.633331298828125,55.63999938964844,54.38066864013672,54.5913314819336,121345500,51.85611290485007,0.14303631361151914,
2020-05-27,54.7239990234375,55.18066787719727,52.33333206176758,54.68199920654297,173242500,51.91207104943805,0.1155193940243533,
2020-05-28,54.23400115966797,54.98333358764648,53.44599914550781,53.72066879272461,108834000,51.94788486613679,0.024212927439918763,
2020-05-29,53.91666793823242,55.66666793823242,53.61399841308594,55.66666793823242,176467500,52.02152413489116,0.08319463872643362,
2020-06-01,57.20000076293945,59.93333435058594,56.93999862670898,59.87333297729492,224092500,52.17700549810707,0.37736294815706606,
2020-06-02,59.64666748046875,60.57733154296875,58.06666564941406,58.77066802978516,203484000,52.30757307299179,0.4638317494407962,50.740665435791016
2020-06-03,59.20800018310547,59.86266708374024,58.67333221435547,58.86399841308594,119242500,52.43740327774613,0.4908541469486378,50.740665435791016
2020-06-04,59.32533264160156,59.71666717529297,57.22933197021485,57.62533187866211,133315500,52.54013453717021,0.39307644411623155,50.88666534423828
2020-06-05,58.52266693115234,59.10133361816406,57.74666595458984,59.04399871826172,117178500,52.66892392689479,0.3908910321102885,50.88666534423828
2020-06-08,61.26666641235352,63.33333206176758,60.61066818237305,63.32799911499024,212620500,52.87999472269866,0.6307035529155591,50.88666534423828
2020-06-09,62.66733169555664,63.62933349609375,61.595333099365234,62.711334228515625,170823000,53.07467471291286,0.6954378106141774,50.88666534423828
2020-06-10,66.12533569335938,68.49866485595703,65.5,68.336669921875,278451000,53.376892439823,1.0438077791808074,50.88666534423828
