Price,Open,High,Low,Close,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-08-31,218.41137723951297,220.0470542208722,215.82315196195708,216.9969940185547,28774200
2020-09-01,216.97776898664924,218.84437096358388,215.93862928769175,218.6711883544922,25725500
2020-09-02,219.3447381851809,224.04972406097482,218.7482006323126,222.885498046875,34080800
2020-09-03,220.59551270000665,220.63399282952477,206.8269377039403,209.07839965820312,58400300
2020-09-04,206.96167538139008,210.09832766276753,197.42661772100655,206.14382934570312,59664100
2020-09-08,198.68703419320943,202.08347481385906,194.5497225545871,194.99232482910156,52924300
2020-09-09,199.74538590556278,206.71144852984153,198.87942891734866,203.29576110839844,45679000
2020-09-10,205.32592756084208,206.61523933169437,196.3874245474142,197.59974670410156,35461500
2020-09-11,199.36051554693663,200.73641865152672,193.62602236817216,196.31045532226562,33620100
2020-09-14,196.51255926382413,201.28488881997822,196.31049818032105,197.63829040527344,30375800
2020-09-15,200.53437267098897,201.84291730022335,199.1007419279075,200.88075256347656,21823900
2020-09-16,202.651119738116,202.67998350393228,196.8973790757412,197.2918701171875,26328100
2020-09-17,192.4810724464651,196.5991366431224,192.39448113744643,195.2328643798828,34011300
2020-09-18,195.12704851750084,195.94487988980146,188.82486536149793,192.8082275390625,55225300
2020-09-21,189.72927359605578,195.0404272442857,188.94992248036098,194.87684631347656,39839700
2020-09-22,197.3015103470911,200.22649954304467,194.4342633712233,199.5722198486328,33517100
2020-09-23,200.03406346905894,200.22650818137478,192.46183091018491,193.00064086914062,30803800
2020-09-24,192.2886615687074,197.79224598356436,191.66324557342244,195.50228881835938,31202500
2020-09-25,195.84864455021585,201.13091981366975,194.87684872307534,199.95709228515625,29437300
2020-09-28,202.9013124718636,204.52737329082336,200.1880007589669,201.5157928466797,32004900
2020-09-29,201.4292249562203,202.12198484934422,198.98531792173563,199.4182891845703,24221900
2020-09-30,199.87049690604192,203.95969745156557,198.72551840426004,202.37213134765625,33829100
2020-10-01,205.41258320616546,205.89366564075453,203.32468720182547,204.4215545654297,27158400
2020-10-02,200.1302639824499,203.00714181252636,197.76333228511893,198.3887481689453,33154800
2020-10-05,199.37976785387195,202.44907555811938,199.14884304338642,202.4202117919922,21331600
2020-10-06,200.91924181932862,202.22777173091453,197.0705829787535,198.1193389892578,28554300
2020-10-07,199.2258364433106,202.16044195043736,198.8987039425737,201.8910369873047,25681100
2020-10-08,202.54531231348605,203.19959202978103,200.4381836761741,202.6126708984375,19925800
2020-10-09,203.23804407432561,207.69287130279915,203.23804407432561,207.64476013183594,26458000
2020-10-12,210.51198891220648,215.3901705401246,208.6069070920484,213.0232391357422,40461400
2020-10-13,214.29336756970173,216.6891634545465,212.09000172844344,214.42807006835938,28950800
2020-10-14,214.56272446279024,215.73656655140906,210.83915183498107,212.50369262695312,23421700
2020-10-15,208.88596650177243,212.02261820240022,207.83719579947217,211.34910583496094,22733100
2020-10-16,211.82055715143417,213.87958906415912,211.02197335384307,211.34910583496094,26057900
2020-10-19,212.08037897713294,213.88925363160118,205.63387728158474,206.11495971679688,27625800
2020-10-20,207.63512358700518,209.14571437442945,205.02765106152765,206.52862548828125,22753500
2020-10-21,205.05651421668412,208.71274262161515,205.05651421668412,206.67295837402344,22724900
2020-10-22,205.8359130903989,207.88532885700985,203.69028965057882,206.7595977783203,22351500
2020-10-23,206.89426399618623,208.09696981148352,205.09502079457104,208.04885864257812,18879600
2020-10-26,205.75894182990785,208.15472270981957,200.2264944052897,202.13157653808594,37111600
2020-10-27,203.5844586966155,206.5479282198085,202.37213626136545,205.18165588378906,36700300
2020-10-28,199.81277408368302,200.938505204553,194.45352346476508,195.01156616210938,51195600
2020-10-29,196.34896403076615,199.51447954120584,195.67543697276443,196.974365234375,31432600
2020-10-30,195.80052251573846,196.56062619243986,192.0673186660171,194.8094940185547,36953700
2020-11-02,196.5606240570228,197.51317241451213,192.54839893909204,194.67478942871094,30842200
2020-11-03,196.17579759608554,200.24575094427385,195.43492652465187,198.61968994140625,27512000
2020-11-04,205.92253944757687,210.0598515229614,204.38306970928028,208.20286560058594,42311800
2020-11-05,213.63906038751014,215.64036488321958,212.78273432419178,214.84176635742188,36080100
2020-11-06,213.8507413668018,215.87129330242155,209.78078840779185,215.25550842285156,25231900
2020-11-09,215.94821958740687,219.48897817671906,209.6364223236999,210.1271209716797,44395000
2020-11-10,206.3843427725324,208.308672308873,201.78519635519584,203.02638244628906,44045100
2020-11-11,204.35417209431608,209.7903970972447,204.1713584415026,208.35678100585938,29440800
2020-11-12,208.99179288836274,210.81989987528576,206.34584006538765,207.28875732421875,21593900
2020-11-13,208.17399473872575,209.19388716599173,206.05723493175304,208.3183135986328,18621100
2020-11-16,206.74033793525987,209.50176078856936,206.40358907707915,209.01104736328125,24953300
2020-11-17,207.92380529244616,209.44401265541623,205.98022841519293,206.34585571289062,24154100
2020-11-18,206.1046720245794,207.57099540862455,203.480731114143,203.6254425048828,28372800
2020-11-19,203.9148567100995,205.50657901685545,202.51605349033142,204.91812133789062,24792700
2020-11-20,204.7059143171039,205.75741620286792,202.58361274659725,202.9598388671875,22843100
2020-11-23,203.50002805871765,204.79270071244719,200.80856695312227,202.689697265625,25683500
2020-11-24,202.18807747793556,206.68350759361277,201.48386241377628,206.30728149414062,33979700
2020-11-25,207.51313829161182,207.68677431464604,204.95673204200565,206.31692504882812,21012900
2020-11-27,207.2622906915674,208.63213972537022,206.48088456054123,207.6288604736328,14512200
2020-11-30,206.53881177353418,207.17549190767758,203.39393309923483,206.50987243652344,33064800
2020-12-01,206.93429049761355,209.64506399789343,205.81526861810434,208.5742645263672,30904500
2020-12-02,207.29126088912773,207.86042080174042,205.2847168067867,207.76394653320312,23724500
2020-12-03,207.03075636107187,208.7382505237285,206.104653590845,206.673828125,25120900
2020-12-04,206.65455667851904,207.77359337524513,205.651277322866,206.78961181640625,24666000
2020-12-07,206.79922235421893,207.92790042020238,205.4679689717251,206.7220458984375,24620000
2020-12-08,206.41338401610594,209.28813748138452,205.3715237954218,208.38133239746094,23284100
2020-12-09,207.56137609469448,207.6288963083449,203.75087791569962,204.32003784179688,32440600
2020-12-10,204.29107498383206,205.55480829861727,202.93086740933128,203.08522033691406,26733300
2020-12-11,202.63185800308318,205.7863785066773,201.72505277355577,205.72848510742188,30979400
2020-12-14,205.57409544508724,208.5742622399963,205.36186386063156,206.63523864746094,28798400
2020-12-15,207.57102904235464,207.81220001276031,204.74451233475608,206.56776428222656,27000600
2020-12-16,207.16585675094953,212.33656277483357,207.13691741304723,211.53587341308594,35023300
2020-12-17,212.10506432448864,213.08904611657567,210.22393348660864,211.67095947265625,32515800
2020-12-18,210.8701934814453,211.93135137414484,208.39096417927163,210.8701934814453,63354900
2020-12-21,209.8669583764434,216.0891657865848,209.60648963539475,214.7289581298828,37181900
2020-12-22,214.82542583461395,217.66159840413056,214.01509502043945,216.03128051757812,22612200
2020-12-23,215.23058669970848,215.66469143243353,213.00216964780174,213.2144012451172,18699600
2020-12-24,213.60023931905368,215.71289874215043,213.38800775107754,214.88327026367188,10550600
2020-12-28,216.52327588928569,218.0474780591343,215.14378512132973,217.01527404785156,17933500
2020-12-29,218.31754581772938,219.15681584957412,215.6839636792518,216.23382568359375,17403200
2020-12-30,217.2757197795498,217.6616021166235,213.64851413049317,213.85108947753906,20272300
2020-12-31,213.8703679820777,215.1244597046057,211.9217028353775,214.56494140625,20942100
2021-01-04,214.67109571477062,215.12449830133912,207.22373522378638,210.0020294189453,37130100
2021-01-05,209.5871775991694,210.8026884948784,208.0822733662966,210.20457458496094,23823000
2021-01-06,204.6769586619817,208.84439971467242,204.45508551109228,204.75413513183594,35930700
2021-01-07,206.4809345087238,211.59376209867375,206.16260177673922,210.58084106445312,27694500
2021-01-08,210.95704072206647,212.7899487253861,209.36531838225514,211.8638458251953,22956200
2021-01-11,210.75445269292996,211.1789158833176,209.07589772728036,209.80906677246094,23031300
2021-01-12,208.85400739703067,209.432823467155,205.7863204971225,207.33944702148438,23249300
2021-01-13,206.46163298922275,209.1048572059806,206.3748002592561,208.69969177246094,20087100
2021-01-14,208.28486838376134,209.78013111431568,205.22682271567444,205.49693298339844,29480800
2021-01-15,205.97928428557796,206.9343118045268,204.54190015799108,205.13999938964844,31746500
2021-01-19,206.20115613666417,209.31708059671112,205.1207150230666,208.79615783691406,30480900
2021-01-20,210.01164538751647,217.81593324197758,209.61612152485435,216.41714477539062,37777300
2021-01-21,216.76441837168656,218.30791813639553,214.56494077491436,217.02488708496094,30709400
2021-01-22,219.0603578192115,221.9447671372158,217.8255639653276,217.9702606201172,30172700
2021-01-25,221.02835000618649,221.66504485405198,216.30140522152732,221.4238739013672,33152100
2021-01-26,223.67159741419584,225.90965628548417,221.95446134366796,224.125,49169600
2021-01-27,229.59474371719836,231.94857453738325,222.01232848295177,224.6748504638672,69870600
2021-01-28,227.28918505493604,234.070912016204,226.78754528155395,230.49192810058594,49111200
2021-01-29,227.65570999358513,229.6140167126395,223.17957824718872,223.76803588867188,42503100
2021-02-01,226.75859731008273,233.93584794872586,224.2214739188661,231.18649291992188,33314200
2021-02-02,232.7781836969591,233.75250895129713,230.260358608514,231.0513916015625,25916300
2021-02-03,231.10933878020202,236.43438353547978,230.8102743938084,234.41819763183594,27158100
2021-02-04,234.09018810416885,234.64970650721565,231.88105383007826,233.463134765625,25296100
2021-02-05,233.6753779381594,234.68829898131423,231.92930242715093,233.6464385986328,18054800
2021-02-08,234.56282290725537,235.07410406263224,232.30546670579093,233.90684509277344,22211900
2021-02-09,233.32805698466197,236.11599247019757,232.855371361657,235.1609649658203,23565000
2021-02-10,236.3475102699276,237.23501752169543,232.3826596108889,234.2445068359375,22186700
2021-02-11,236.1352968662007,236.49222515802117,233.59817378890858,235.8555450439453,15751100
2021-02-12,235.3153134272428,236.6369402492876,234.1576958055235,236.337890625,16561100
2021-02-16,236.37646073369578,237.43761875854926,234.34097740959032,235.0934295654297,26728500
2021-02-17,233.3336539630768,236.22469210962927,232.96622513355865,236.1183319091797,21653500
2021-02-18,233.79780614573818,235.85730529761895,232.88891240794374,235.72193908691406,16925600
2021-02-19,235.68325103009647,235.78961124122654,232.23139079471954,232.99525451660156,25262600
2021-02-22,229.56273767902795,230.05585424921347,224.70886718440133,226.74903869628906,36446900
2021-02-23,222.70737444670027,227.05844976056775,221.16031954469048,225.55007934570312,30228700
2021-02-24,222.39795987985408,227.4162024880287,221.42139049950268,226.7877197265625,26339700
2021-02-25,224.39943186379477,226.82635937530543,220.3384316846354,221.4116973876953,39542200
2021-02-26,223.8676385494366,227.58055228301077,221.94349121300567,224.68951416015625,37819200
2021-03-01,228.09302745735494,229.6110763466161,225.43403703032263,229.09861755371094,25324000
2021-03-02,229.16630164142225,229.4467125406438,225.72411990536094,226.13021850585938,22812500
2021-03-03,224.47679360019754,225.84979769588546,219.73894760417375,220.02902221679688,34029500
2021-03-04,219.23616470377033,224.79587148910286,216.83822837187682,219.2264862060547,44727800
2021-03-05,221.92418304154947,225.55007913301998,218.96545419151897,223.9353485107422,41872800
2021-03-08,223.71296558772312,225.6467769747564,219.61329488965103,219.86468505859375,35267400
2021-03-09,225.17298846393138,227.5902525456764,224.0030261566908,226.04319763183594,33080500
2021-03-10,229.15664011730135,229.15664011730135,224.36078157928844,224.72821044921875,29746800
2021-03-11,227.18416507754895,231.2548297284497,226.5556675332269,229.2823486328125,29907600
2021-03-12,226.2655769704919,228.01568852154853,225.51139177337745,227.947998046875,22653700
2021-03-15,227.18415297293328,227.40653713643047,224.13839139075358,227.0391082763672,26034900
2021-03-16,228.46044178352972,232.11534357598322,228.131697438005,229.84312438964844,28092200
2021-03-17,228.33475184620352,230.65533414161612,225.5113892608555,229.19529724121094,29562100
2021-03-18,224.863606271558,226.43966741722912,222.70741050905048,223.08450317382812,34833000
2021-03-19,223.37454008172645,224.77655027756867,221.75980946954306,222.72671508789062,46430700
2021-03-22,222.6493674880286,229.05994189568952,222.52366503268703,228.18006896972656,30127000
2021-03-23,229.63040452671018,233.07258592628708,229.22430596590922,229.71742248535156,31638400
2021-03-24,229.97849095447495,230.12352088544264,227.53222109343432,227.66758728027344,25620100
2021-03-25,227.51291097101122,229.09863570662682,223.90635689164225,224.65086364746094,34061900
2021-03-26,223.88700144017523,228.87623802883448,223.88700144017523,228.65383911132812,25479900
2021-03-29,228.76016278208868,228.96321942350718,224.2060462571147,227.45484924316406,25227500
2021-03-30,225.8014880077065,226.1109049149975,223.45191422743258,224.17709350585938,24792000
2021-03-31,225.20199547913245,231.18714373342434,224.69920041677108,227.96734619140625,43623500
2021-04-01,230.57796117690464,234.8033335898547,230.17186262783048,234.32955932617188,30338000
2021-04-05,234.72597750360785,241.68770901446322,234.6679655333186,240.82716369628906,36910600
2021-04-06,239.41551540190804,241.14627007299995,238.70967838838214,239.65724182128906,22931900
2021-04-07,239.60887057598896,242.6256112789347,239.00939383471342,241.62969970703125,22719800
2021-04-08,244.40474013684394,245.72939612824092,243.66021867094952,244.8688507080078,23625200
2021-04-09,244.50142308631172,247.518178698684,244.08566074528554,247.3828125,24326800
2021-04-12,246.28054259623266,249.1425897885859,246.19350987554677,247.44082641601562,27148700
2021-04-13,248.74613458824243,250.61225524306778,248.33034277035014,249.93540954589844,23837500
2021-04-14,248.95884376923271,250.2641426143906,246.71561588229466,247.13137817382812,23070900
2021-04-15,249.3939233605565,251.3277343204478,249.20055996913547,250.91197204589844,25627500
2021-04-16,250.88303276835194,252.36239736570812,249.07492376131896,252.11099243164062,24878600
2021-04-19,251.57919485902204,252.8265114662994,249.28763308567483,250.1771697998047,23209300
2021-04-20,249.28760239933078,251.58884238878173,248.3400243131991,249.71304321289062,19722900
2021-04-21,250.3705735071036,252.0529800444087,248.73650045352417,251.95628356933594,24030400
2021-04-22,251.59844402491905,253.11649257360193,247.17969405133536,248.65907287597656,25606200
2021-04-23,249.3456598465192,252.85553244467692,248.75583199431003,252.50743103027344,21462600
2021-04-26,253.00054000624235,253.75472524511878,251.55986000691124,252.8941650390625,19763300
2021-04-27,252.92313986559907,254.47987313939635,251.51146602986665,253.3002471923828,31014200
2021-04-28,247.60518400104692,248.04998184217743,244.5787793719644,246.135498046875,46903100
2021-04-29,247.00570354871914,247.6245225237297,240.75948707118079,244.1533203125,40589000
2021-04-30,241.47500653604348,244.70446765473707,241.33964034405656,243.83424377441406,30945100
2021-05-03,245.01388477039796,245.93245693705362,242.80934107804293,243.5248565673828,19626600
2021-05-04,242.66430613687115,242.89636879848177,237.62672133374875,239.58953857421875,32756100
2021-05-05,240.81752988826238,241.24297075441083,237.68476488082388,238.31324768066406,21901300
2021-05-06,238.29389789307547,241.5910497475523,236.59214923615656,241.46534729003906,26491100
2021-05-07,243.8052730766507,245.8841292412633,242.85770959558752,244.1050262451172,27032900
2021-05-10,242.567624945774,243.39916442664116,238.94172861998285,238.99974060058594,29299900
2021-05-11,236.45678232929174,238.4389418849442,234.54231325173242,238.0811767578125,33641600
2021-05-12,234.15555875253995,236.2924269065027,230.1912541137073,231.09046936035156,36684400
2021-05-13,233.79778600308975,237.4720303748559,233.4303571397704,234.98707580566406,29624300
2021-05-14,237.45266721502668,240.9335183497134,237.36564925626627,239.93760681152344,23901100
2021-05-17,238.39057338540377,238.42924311687713,235.46085066217177,237.06590270996094,24970200
2021-05-18,238.11986234133778,238.25522854433697,234.8613802164558,235.03543090820312,20168000
2021-05-19,231.92446802490932,235.72348812129565,231.23638816112967,235.61688232421875,25739800
2021-05-20,236.43101184656183,240.29786461918704,236.33409209088745,238.87322998046875,21800700
2021-05-21,239.9295785121088,240.66611830409525,237.18691532018093,237.6036376953125,21863100
2021-05-24,240.14273788981586,243.40874354109974,239.87138038835084,243.04046630859375,21411500
2021-05-25,243.99996744361832,244.94971888960728,243.07928896520917,243.95150756835938,17704300
2021-05-26,243.67041594504792,245.13382412382234,243.0114090525772,243.72857666015625,17771600
2021-05-27,243.41848850624666,243.71891904215312,241.5577445653837,241.6158905029297,24426200
2021-05-28,243.25372651076563,244.3003977061541,241.85816491691435,241.97445678710938,18270200
2021-06-01,243.4766178526758,243.53476378625956,239.3384078419396,239.7648162841797,23213300
2021-06-02,240.4723095990206,241.57712675444566,238.25297444018346,239.6679229736328,19406700
2021-06-03,237.65208531272862,238.7375154318653,235.50059719238536,238.12696838378906,25307700
2021-06-04,240.113668161634,243.8836150590506,239.87138361864353,243.05015563964844,25281100
2021-06-07,242.26521833676097,246.24837783851686,242.10046657973928,245.97702026367188,23079200
2021-06-08,247.28533321311315,248.1091066867152,244.71710783462723,244.7752685546875,22455000
2021-06-09,245.97702084024792,247.64394011127652,245.39554665902227,245.76380920410156,17937600
2021-06-10,246.44214694548472,249.5143132720971,245.841285992205,249.3011016845703,24563600
2021-06-11,250.02796621364502,250.51253533585495,248.69055070422525,249.9310760498047,18999700
2021-06-14,249.94074901705073,251.92750017704654,248.87469102580323,251.86935424804688,19150500
2021-06-15,251.75305476424782,251.9662663810869,249.727559192154,250.38656616210938,18038900
2021-06-16,251.3944773965789,252.5380535301165,246.5681726439987,249.43682861328125,27220000
2021-06-17,248.16725010104045,253.67194851407228,248.10910416944708,252.84817504882812,27565500
2021-06-18,251.61734715422503,254.2049294989693,250.76450083472514,251.4235076904297,37202200
2021-06-21,251.8014890941688,255.3872826156926,249.96013246681872,254.52476501464844,26696100
2021-06-22,254.6120138466005,257.58727550810795,254.3018824942618,257.31591796875,24694100
2021-06-23,257.7810937657533,258.5951664101783,256.26924034385627,257.08331298828125,19518700
2021-06-24,257.94583058586295,259.58367653357374,257.2771228521467,258.45947265625,21446900
2021-06-25,258.0136819724109,259.0021923210898,256.5890475893359,256.84100341796875,25611100
2021-06-28,257.9749306096631,260.60128716387084,257.7035730643105,260.4268493652344,19590000
2021-06-29,260.5721903554941,263.2663934434633,259.70967271287435,263.02410888671875,19937800
2021-06-30,262.3360705201841,262.98537667253856,261.27971323478516,262.5395812988281,21656500
2021-07-01,261.28935129983205,263.45054026043147,261.27968002877276,263.21795654296875,16725300
2021-07-02,264.40034289596645,269.42047266250347,264.09021151270576,269.0812683105469,26458000
2021-07-06,269.4495188196341,270.7481605850909,265.83462233410813,269.0909423828125,31565600
2021-07-07,270.77722094799395,272.0274175708418,268.5966598869987,271.2908630371094,23260000
2021-07-08,268.3544275213407,270.12796742500313,266.3870776755661,268.8583984375,24618600
2021-07-09,267.21078617893124,269.46886517575774,266.82313681336774,269.3622741699219,23916700
2021-07-12,270.54462431878187,271.13578442629563,268.0442311924346,268.76141357421875,18931700
2021-07-13,268.95523209497554,274.12075544543404,268.82926896816707,272.3084716796875,26120100
2021-07-14,273.63616359437515,274.90573220957884,271.89169717238013,273.7912292480469,23113700
2021-07-15,273.2969989220083,273.7912689162148,271.19395581058893,272.35693359375,22604200
2021-07-16,273.3647795908571,275.33212866896855,270.83531387571577,272.08551025390625,26186800
2021-07-19,270.32172742963587,271.71728888837185,265.9800069586817,268.46099853515625,32935600
2021-07-20,269.4495407659648,272.298809949743,267.73417649236615,270.6997375488281,26259700
2021-07-21,270.2926088633188,272.8317459408786,268.73231072624867,272.7154541015625,24364300
2021-07-22,275.0801988860873,277.58059214764467,274.6731773812075,277.3092346191406,23384100
2021-07-23,278.5012802330606,281.04041795355755,277.6581346087778,280.7303161621094,22768100
2021-07-26,280.08094944988113,280.7496571969808,277.7937974154402,280.12939453125,23176100
2021-07-27,280.4976629230343,280.6430277382962,274.2176662977109,277.6968688964844,33604100
2021-07-28,280.0712515550925,281.19545546676426,275.0704946690018,277.3867492675781,33566900
2021-07-29,277.4060956704679,279.7126492085569,277.251030016775,277.6580810546875,18168300
2021-07-30,276.3692034593632,277.81321017411824,275.1480796424123,276.1172180175781,20944800
2021-08-02,277.52245058070406,277.91980086313254,274.98331277295944,276.0299987792969,16267400
2021-08-03,276.61142453637285,278.3655622265693,275.2352353463116,278.2589416503906,17879000
2021-08-04,277.38672729493874,278.71444185138466,275.86517327482574,277.66778564453125,16191300
2021-08-05,278.0263600222219,280.69148996173595,277.2704334405897,280.5848693847656,13900200
2021-08-06,279.60610027686425,280.56553772921,278.7435529938738,280.5267639160156,16589300
2021-08-09,280.80783006175807,282.5522672188977,278.92769934256637,279.431640625,16117600
2021-08-10,279.88709699676326,280.32322101187015,276.3982231789099,277.5999450683594,18616600
2021-08-11,278.3462246650516,279.7514871404294,277.03788194241645,278.0942687988281,13955900
2021-08-12,277.784114118174,281.0210324731041,277.50305573152406,280.865966796875,14561300
2021-08-13,280.54617288448674,283.86060939257436,280.37170550846537,283.8121643066406,18249000
2021-08-16,284.14162927406903,285.7213292613481,281.0694481878223,285.50811767578125,22507600
