Price,Open,High,Low,Close,Volume,EMA_100,MACD_Hist,Donchian_Lower_10
2020-05-05,172.88561836411026,175.78586876142296,172.19644850678958,173.01962280273438,36839200,173.01962280273438,0.0,
2020-05-06,174.28310988132503,176.31232417307075,173.85238236161905,174.72340393066406,32139300,173.0533610428914,0.10873133124109699,
2020-05-07,176.2836061355487,176.64733872911614,174.76169544991922,175.73802185058594,28316000,173.10652264304375,0.2356848717523644,
2020-05-08,177.05893085391247,177.07807851947766,175.50830586708815,176.7717742919922,30877800,173.17910188361697,0.36808857259950034,
2020-05-11,175.30730799085808,179.48060853855688,175.02016600795858,178.74359130859375,30892700,173.28928979302245,0.5559936489582895,
2020-05-12,178.80094501818857,179.03065850855452,174.49364180921106,174.69464111328125,32038200,173.31711853203748,0.3833370978000834,
2020-05-13,174.7329594946061,176.16872742043623,168.98030665766586,172.0528564453125,44711500,173.29208363923107,0.08266675923964878,
2020-05-14,169.93751443835154,172.95263636326058,168.1571613205752,172.7994842529297,41873900,173.282329195938,-0.06642635126732577,
2020-05-15,171.3924103645551,179.04983972684337,169.42062464062786,175.3168487548828,46610400,173.3226167119567,0.0004575936080971621,
2020-05-18,177.79597008217846,178.22669764043815,176.08262637962895,176.991943359375,35264500,173.39527664556894,0.14545286560718884,
2020-05-19,177.10679867727748,178.60957645886265,175.63274969770194,175.76675415039062,26799100,173.44223659615946,0.14638505854093653,
2020-05-20,177.3888687067968,178.38711523926915,176.5538086361456,178.20474243164062,31261300,173.5365436424066,0.29041422580534715,
2020-05-21,177.95519570600038,179.17420253606224,175.92992286934356,176.06430053710938,29119500,173.58659823438092,0.2237369268501972,
2020-05-22,175.83392486587098,177.05293154116515,175.21001712283223,176.1410675048828,20826900,173.63718178429184,0.16947537919595845,
2020-05-26,178.8574712323503,179.01104991086925,173.82789400244053,174.27902221679688,36073600,173.64989149582658,0.0017235264945043571,
2020-05-27,172.9640031638953,174.6821332908131,169.508571208277,174.5093536376953,39517100,173.6669105481408,-0.09484135629419144,
2020-05-28,173.48231266569437,176.75537151482436,173.13676803502756,174.1157989501953,33810200,173.67579942738942,-0.18132432603150206,
2020-05-29,175.39238675358726,176.87055553063638,173.16555506136842,175.89151000976562,42130400,173.71967488446617,-0.11810382081253135,
2020-06-01,175.21000969417707,175.65154461123888,174.17339051615602,175.48837280273438,22622400,173.75469860561998,-0.10314602476980428,
2020-06-02,176.85136234882526,177.5712457776536,174.0678189491154,177.48486328125,30794600,173.82856325266215,0.03415125135866948,168.1571613205752
2020-06-03,177.39845376013542,178.4734748300103,176.20824139987135,177.91676330566406,27311000,173.90951770915723,0.14100484818556325,168.1571613205752
2020-06-04,176.8993890157038,178.37754347524915,174.97969953022914,175.57479858398438,28761800,173.94249356806472,0.045832548092201386,168.1571613205752
2020-06-05,175.2867872856692,180.19159296941456,174.70128159029224,179.68287658691406,39893600,174.05616451893303,0.24054561549749676,168.1571613205752
2020-06-08,178.47350355740667,180.97869849717333,177.0337366873354,180.79632568359372,33211600,174.1896330568471,0.41508756158389215,168.1571613205752
2020-06-09,180.4507742066656,183.04235154531415,179.7404839717792,182.17849731445312,29783900,174.34782838868088,0.5840400382064587,168.1571613205752
2020-06-10,183.4551166633408,190.5483681965117,183.33992534348977,188.93582153320312,43872300,174.63669954005758,1.082330911086267,168.1571613205752
2020-06-11,185.37478704113605,187.89916830840505,178.59828670019016,178.79025268554688,52854700,174.718948117196,0.6797534811148753,168.1571613205752
2020-06-12,182.88875513687523,184.02137920431247,177.74398829683446,180.20120239257807,43373600,174.82750760779763,0.46959374608460625,169.42062464062786
2020-06-15,177.16810461859515,183.1575397419374,176.6209862078857,181.35302734375,32770200,174.95672582039074,0.37344757938333895,169.508571208277
2020-06-16,185.14441722165304,187.7264014401968,183.7718465263008,185.797119140625,42556700,175.17138707425676,0.5630566656163187,169.508571208277
2020-06-17,187.1984868366461,188.436694543805,185.91229861744995,186.44021606445312,25687800,175.3945322027755,0.6779780537584341,169.508571208277
2020-06-18,186.20982979362395,188.5998478300532,186.20982979362395,188.43667602539065,23061600,175.65279247649067,0.8248854888134449,169.508571208277
